episode,agent,seed,reward,avg_reward,steps,lap_finished,visited_tiles,total_tiles,progress_percent,avg_progress_percent,end_reason,elapsed_seconds,loss,epsilon,pg_loss,vf_loss,entropy
106,DQN,42,17.569258,32.831025,213,False,11,283,3.886926,6.537102,no_progress,564.228529,0.102772,0.229438,,,
107,DQN,42,61.473498,37.118092,410,False,29,283,10.247350,7.137809,no_progress,570.521525,0.091045,0.227656,,,
108,DQN,42,25.137102,30.277527,314,False,16,283,5.653710,6.289753,no_progress,576.291725,0.086963,0.225604,,,
109,DQN,42,93.975618,35.961307,403,False,38,283,13.427562,6.961131,no_progress,582.469551,0.096094,0.223595,,,
110,DQN,42,16.869258,36.417951,220,False,11,283,3.886926,6.925795,no_progress,585.879302,0.085691,0.221868,,,
111,DQN,42,33.504947,39.128233,407,False,21,283,7.420495,7.349823,no_progress,598.140115,0.091398,0.220133,,,
112,DQN,42,100.609187,48.182085,372,False,39,283,13.780919,8.127208,no_progress,603.538977,0.087313,0.217997,,,
113,DQN,42,91.842756,56.459505,495,False,40,283,14.134276,9.257951,no_progress,610.989072,0.091993,0.215645,,,
114,DQN,42,98.309187,62.950000,395,False,39,283,13.780919,10.000000,no_progress,616.974013,0.098762,0.213254,,,
115,DQN,42,88.509187,62.780000,493,False,39,283,13.780919,10.000000,no_progress,624.553351,0.095337,0.210900,,,
116,DQN,42,102.909187,71.313993,349,False,39,283,13.780919,10.989399,no_progress,630.308016,0.093277,0.208696,,,
117,DQN,42,1.067845,65.273428,166,False,5,283,1.766784,10.141343,no_progress,633.258072,0.098532,0.207354,,,
118,DQN,42,47.004947,67.460212,272,False,21,283,7.420495,10.318021,no_progress,637.632952,0.090166,0.206217,,,
119,DQN,42,87.809187,66.843569,500,False,39,283,13.780919,10.353357,max_steps,645.583790,0.111395,0.204237,,,
120,DQN,42,80.742049,73.230848,500,False,37,283,13.074205,11.272085,max_steps,653.118165,0.098344,0.201700,,,
121,DQN,42,91.342756,79.014629,500,False,40,283,14.134276,11.943463,max_steps,665.400154,0.092826,0.199194,,,
122,DQN,42,102.942756,79.247986,384,False,40,283,14.134276,11.978799,no_progress,670.817943,0.091115,0.197005,,,
123,DQN,42,89.909187,79.054629,479,False,39,283,13.780919,11.943463,no_progress,677.398646,0.110054,0.194899,,,
124,DQN,42,-1.857244,69.037986,433,False,40,283,14.134276,11.978799,off_track,684.369751,0.121540,0.192689,,,
125,DQN,42,0.768551,60.263922,275,False,8,283,2.826855,10.883392,no_progress,689.275891,0.105147,0.190991,,,
126,DQN,42,88.609187,58.833922,492,False,39,283,13.780919,10.883392,no_progress,697.009130,0.112826,0.189176,,,
127,DQN,42,75.374205,66.264558,377,False,32,283,11.307420,11.837456,no_progress,702.430726,0.135546,0.187125,,,
128,DQN,42,91.875618,70.751625,424,False,38,283,13.427562,12.438163,no_progress,708.097987,0.118205,0.185254,,,
129,DQN,42,87.842049,70.754912,429,False,37,283,13.074205,12.367491,no_progress,714.417115,0.115014,0.183291,,,
130,DQN,42,87.809187,71.461625,500,False,39,283,13.780919,12.438163,max_steps,722.084556,0.123377,0.181177,,,
131,DQN,42,99.709187,72.298269,381,False,39,283,13.780919,12.402827,no_progress,728.454943,0.103744,0.179195,,,
132,DQN,42,-3.799293,61.624064,144,False,3,283,1.060071,11.095406,no_progress,730.830648,0.105575,0.178024,,,
133,DQN,42,99.575618,62.590707,347,False,38,283,13.427562,11.060071,no_progress,735.925718,0.102870,0.176933,,,
134,DQN,42,89.542049,71.730636,412,False,37,283,13.074205,10.954064,no_progress,742.660687,0.148367,0.175260,,,
135,DQN,42,68.874205,78.541201,442,False,32,283,11.307420,11.802120,no_progress,748.999096,0.123774,0.173404,,,
136,DQN,42,7.768551,70.457138,205,False,8,283,2.826855,10.706714,no_progress,752.523675,0.120640,0.172004,,,
137,DQN,42,10.035689,63.923286,253,False,10,283,3.533569,9.929329,no_progress,759.435232,0.094621,0.171018,,,
138,DQN,42,103.809187,65.116643,340,False,39,283,13.780919,9.964664,no_progress,768.331758,0.153926,0.169757,,,
139,DQN,42,102.709187,66.603357,351,False,39,283,13.780919,10.035336,no_progress,777.303780,0.135243,0.168295,,,
140,DQN,42,95.209187,67.343357,426,False,39,283,13.780919,10.035336,no_progress,787.428773,0.123414,0.166671,,,
141,DQN,42,98.242756,67.196714,431,False,40,283,14.134276,10.070671,no_progress,797.674056,0.118115,0.164897,,,
142,DQN,42,98.909187,77.467562,389,False,39,283,13.780919,11.342756,no_progress,806.786378,0.130021,0.163215,,,
143,DQN,42,101.842756,77.694276,395,False,40,283,14.134276,11.413428,no_progress,815.804766,0.140545,0.161623,,,
144,DQN,42,96.642756,78.404346,447,False,40,283,14.134276,11.519435,no_progress,826.879541,0.125632,0.159927,,,
145,DQN,42,97.009187,81.217845,408,False,39,283,13.780919,11.766784,no_progress,836.757376,0.135210,0.158225,,,
146,DQN,42,91.375618,89.578551,429,False,38,283,13.427562,12.826855,no_progress,846.900378,0.150785,0.156580,,,
147,DQN,42,100.609187,98.635901,372,False,39,283,13.780919,13.851590,no_progress,855.415963,0.124397,0.155022,,,
148,DQN,42,102.309187,98.485901,355,False,39,283,13.780919,13.851590,no_progress,863.504496,0.148781,0.153617,,,
149,DQN,42,102.509187,98.465901,353,False,39,283,13.780919,13.851590,no_progress,872.428870,0.145861,0.152264,,,
150,DQN,42,104.309187,99.375901,335,False,39,283,13.780919,13.851590,no_progress,880.548854,0.156634,0.150960,,,
151,DQN,42,96.409187,99.192544,414,False,39,283,13.780919,13.816254,no_progress,898.101807,0.152933,0.149555,,,
152,DQN,42,99.209187,99.222544,386,False,39,283,13.780919,13.816254,no_progress,907.167561,0.149559,0.148067,,,
153,DQN,42,103.642756,99.402544,377,False,40,283,14.134276,13.816254,no_progress,915.833448,0.151006,0.146659,,,
154,DQN,42,97.775618,99.515830,365,False,38,283,13.427562,13.745583,no_progress,924.703222,0.156849,0.145309,,,
155,DQN,42,107.542756,100.569187,338,False,40,283,14.134276,13.780919,no_progress,932.775239,0.188142,0.144036,,,
156,DQN,42,69.007067,98.332332,370,False,30,283,10.600707,13.498233,no_progress,941.997991,0.159076,0.142767,,,
157,DQN,42,98.675618,98.138975,356,False,38,283,13.427562,13.462898,no_progress,950.940204,0.163083,0.141480,,,
158,DQN,42,81.007774,96.008834,356,False,33,283,11.660777,13.250883,no_progress,959.854173,0.157052,0.140227,,,
159,DQN,42,99.209187,95.678834,386,False,39,283,13.780919,13.250883,no_progress,969.271840,0.166394,0.138929,,,
160,DQN,42,98.375618,95.085477,359,False,38,283,13.427562,13.215548,no_progress,978.041774,0.168104,0.137642,,,
161,DQN,42,-1.765724,85.267986,159,False,4,283,1.413428,11.978799,no_progress,981.878672,0.170319,0.136757,,,
162,DQN,42,103.409187,85.687986,344,False,39,283,13.780919,11.978799,no_progress,990.150877,0.179447,0.135899,,,
163,DQN,42,106.642756,85.987986,347,False,40,283,14.134276,11.978799,no_progress,998.987115,0.174319,0.134728,,,
164,DQN,42,3.209187,76.531343,347,False,39,283,13.780919,12.014134,off_track,1007.231791,0.187590,0.133561,,,
165,DQN,42,83.407774,74.117845,332,False,33,283,11.660777,11.766784,no_progress,1015.400795,0.146901,0.132430,,,
166,DQN,42,104.342756,77.651413,370,False,40,283,14.134276,12.120141,no_progress,1024.027618,0.181791,0.131277,,,
167,DQN,42,-1.665018,67.617350,264,False,7,283,2.473498,11.024735,no_progress,1031.245045,0.170410,0.130243,,,
168,DQN,42,89.975618,68.514134,443,False,38,283,13.427562,11.201413,no_progress,1042.224246,0.201718,0.129096,,,
169,DQN,42,103.509187,68.944134,343,False,39,283,13.780919,11.201413,no_progress,1050.447418,0.178224,0.127831,,,
170,DQN,42,83.807774,67.487350,328,False,33,283,11.660777,11.024735,no_progress,1058.331639,0.222188,0.126761,,,
171,DQN,42,105.742756,78.238198,356,False,40,283,14.134276,12.296820,no_progress,1067.049284,0.187727,0.125682,,,
172,DQN,42,103.309187,78.228198,345,False,39,283,13.780919,12.296820,no_progress,1075.244311,0.190598,0.124587,,,
173,DQN,42,101.175618,77.681484,331,False,38,283,13.427562,12.226148,no_progress,1083.021967,0.203606,0.123539,,,
174,DQN,42,98.942756,87.254841,424,False,40,283,14.134276,12.261484,no_progress,1092.883947,0.206335,0.122377,,,
175,DQN,42,103.409187,89.254982,344,False,39,283,13.780919,12.473498,no_progress,1101.052021,0.191092,0.121207,,,
176,DQN,42,109.409894,89.761696,390,False,42,283,14.840989,12.544170,no_progress,1110.249589,0.191777,0.120103,,,
177,DQN,42,103.509187,100.279117,343,False,39,283,13.780919,13.674912,no_progress,1118.388400,0.196781,0.119009,,,
178,DQN,42,106.809187,101.962473,310,False,39,283,13.780919,13.710247,no_progress,1125.588619,0.177346,0.118043,,,
179,DQN,42,98.375618,101.449117,359,False,38,283,13.427562,13.674912,no_progress,1134.162175,0.196488,0.117062,,,
180,DQN,42,104.809187,103.549258,330,False,39,283,13.780919,13.886926,no_progress,1142.253831,0.185911,0.116053,,,
181,DQN,42,99.575618,102.932544,347,False,38,283,13.427562,13.816254,no_progress,1158.503558,0.194710,0.115077,,,
182,DQN,42,97.208481,102.322473,300,False,36,283,12.720848,13.710247,no_progress,1165.839802,0.208032,0.114154,,,
183,DQN,42,106.342756,102.839187,350,False,40,283,14.134276,13.780919,no_progress,1174.292766,0.210261,0.113228,,,
184,DQN,42,106.109187,103.555830,317,False,39,283,13.780919,13.745583,no_progress,1182.543234,0.219322,0.112286,,,
185,DQN,42,104.809187,103.695830,330,False,39,283,13.780919,13.745583,no_progress,1190.313789,0.249402,0.111380,,,
186,DQN,42,104.942756,103.249117,364,False,40,283,14.134276,13.674912,no_progress,1199.327090,0.215459,0.110415,,,
187,DQN,42,87.642049,101.662403,431,False,37,283,13.074205,13.604240,no_progress,1209.547642,0.213725,0.109328,,,
188,DQN,42,44.072085,95.388693,372,False,23,283,8.127208,13.038869,no_progress,1218.371410,0.193198,0.108240,,,
189,DQN,42,4.734982,86.024629,200,False,7,283,2.473498,11.943463,no_progress,1223.046513,0.216673,0.107468,,,
190,DQN,42,43.804947,79.924205,304,False,21,283,7.420495,11.307420,no_progress,1230.459607,0.265405,0.106793,,,
191,DQN,42,104.209187,80.387562,336,False,39,283,13.780919,11.342756,no_progress,1238.778536,0.218521,0.105942,,,
192,DQN,42,107.242756,81.390989,341,False,40,283,14.134276,11.484099,no_progress,1247.159508,0.229622,0.105046,,,
193,DQN,42,49.438516,75.700565,283,False,22,283,7.773852,10.848057,no_progress,1254.165204,0.227514,0.104229,,,
194,DQN,42,96.975618,74.787208,373,False,38,283,13.427562,10.812721,no_progress,1263.175750,0.245192,0.103378,,,
195,DQN,42,98.175618,74.123852,361,False,38,283,13.427562,10.777385,no_progress,1272.058226,0.187985,0.102432,,,
196,DQN,42,102.709187,73.900495,351,False,39,283,13.780919,10.742049,no_progress,1280.348382,0.213143,0.101524,,,
197,DQN,42,105.009187,75.637208,328,False,39,283,13.780919,10.812721,no_progress,1288.122180,0.226051,0.100665,,,
198,DQN,42,98.375618,81.067562,359,False,38,283,13.427562,11.342756,no_progress,1296.738630,0.188025,0.099808,,,
199,DQN,42,93.509187,89.944982,443,False,39,283,13.780919,12.473498,no_progress,1308.305786,0.246633,0.098815,,,
200,DQN,42,104.409187,96.005406,334,False,39,283,13.780919,13.109541,no_progress,1316.396492,0.212306,0.097856,,,
201,DQN,42,90.742049,94.658693,400,False,37,283,13.074205,13.038869,no_progress,1326.131567,0.227570,0.096959,,,
202,DQN,42,110.342756,94.968693,310,False,40,283,14.134276,13.038869,no_progress,1333.641684,0.242230,0.096105,,,
203,DQN,42,11.902827,91.215124,305,False,12,283,4.240283,12.685512,no_progress,1340.999811,0.202090,0.095372,,,
204,DQN,42,-6.665724,80.850989,208,False,4,283,1.413428,11.484099,no_progress,1345.975832,0.204364,0.094764,,,
205,DQN,42,103.209187,81.354346,346,False,39,283,13.780919,11.519435,no_progress,1354.152825,0.259764,0.094108,,,
206,DQN,42,102.709187,81.354346,351,False,39,283,13.780919,11.519435,no_progress,1362.466124,0.245292,0.093288,,,
207,DQN,42,165.547703,87.408198,500,False,61,283,21.554770,12.296820,max_steps,1374.001994,0.237940,0.092300,,,
208,DQN,42,109.076325,88.478269,358,False,41,283,14.487633,12.402827,no_progress,1379.142623,0.235369,0.091317,,,
209,DQN,42,24.569965,81.584346,249,False,14,283,4.946996,11.519435,no_progress,1382.541375,0.238872,0.090630,,,
210,DQN,42,91.342756,80.277703,500,False,40,283,14.134276,11.554770,max_steps,1389.325630,0.217605,0.089787,,,
211,DQN,42,-14.664311,69.737067,500,False,10,283,3.533569,10.600707,max_steps,1395.998732,0.221786,0.088672,,,
212,DQN,42,80.942049,66.796996,498,False,37,283,13.074205,10.494700,no_progress,1402.699869,0.232641,0.087570,,,
213,DQN,42,103.009187,75.907633,348,False,39,283,13.780919,11.448763,no_progress,1408.394837,0.242324,0.086646,,,
214,DQN,42,104.409187,87.015124,334,False,39,283,13.780919,12.685512,no_progress,1413.470903,0.294656,0.085913,,,
215,DQN,42,105.609187,87.255124,322,False,39,283,13.780919,12.685512,no_progress,1419.698814,0.243032,0.085211,,,
216,DQN,42,6.235689,77.607774,291,False,10,283,3.533569,11.660777,no_progress,1424.725638,0.244932,0.084558,,,
217,DQN,42,118.477032,72.900707,370,False,44,283,15.547703,11.060071,no_progress,1430.655117,0.242345,0.083863,,,
218,DQN,42,106.242756,72.617350,351,False,40,283,14.134276,11.024735,no_progress,1437.076999,0.250234,0.083112,,,
219,DQN,42,118.644170,82.024770,439,False,46,283,16.254417,12.155477,no_progress,1443.742584,0.254480,0.082293,,,
220,DQN,42,74.340636,80.324558,352,False,31,283,10.954064,11.837456,no_progress,1448.992220,0.276834,0.081482,,,
221,DQN,42,102.142756,92.005265,392,False,40,283,14.134276,12.897527,no_progress,1454.558116,0.281248,0.080728,,,
222,DQN,42,94.109187,93.321979,437,False,39,283,13.780919,12.968198,no_progress,1460.557838,0.268354,0.079897,,,
223,DQN,42,101.342756,93.155336,400,False,40,283,14.134276,13.003534,no_progress,1466.384144,0.256120,0.079066,,,
224,DQN,42,13.235689,84.037986,221,False,10,283,3.533569,11.978799,no_progress,1469.722124,0.284651,0.078455,,,
225,DQN,42,90.109187,82.487986,477,False,39,283,13.780919,11.978799,no_progress,1476.876638,0.302221,0.077776,,,
226,DQN,42,165.547703,98.419187,500,False,61,283,21.554770,13.780919,max_steps,1484.195630,0.246756,0.076833,,,
227,DQN,42,108.442756,97.415760,329,False,40,283,14.134276,13.639576,no_progress,1489.534499,0.261616,0.076038,,,
228,DQN,42,103.009894,97.092473,454,False,42,283,14.840989,13.710247,no_progress,1496.387421,0.260066,0.075296,,,
